key,term
oop.debates_CDC2501_03,"1,9,685,686"
oop.debates_HOC1501_03,"5,12,401,402"
oop.debates_SOC3402_03,"5,6,29,30"
oop.debates_SDC3201_04,"1,2,264,265"
oop.debates_SDC3501_02,"1,2,204,215"
oop.debates_SDC2107,"1,2,368,540"
oop.debates_HOC3201_05,"5,12,333,334"
oop.debates_CDC3002_07,"1,9,396,493"
oop.debates_HOC1302_05,"5,12,229,307"
oop.debates_HOC2405_02,"5,12,310,325"
oop.debates_CDC3301_20,"1,9,609,663"
oop.debates_SDC1401_01,"1,2,281,282"
oop.debates_CDC2404,"1,9,251,678"
oop.debates_CDC1001,"1,9,249,250"
oop.debates_HOC1101_01,"5,12,458,459"
oop.debates_SOC3501_01,"5,6,222,225"
oop.debates_SDC1804,"1,2,305,674"
oop.debates_SOC1803,"5,6,548,620"
oop.debates_SDC2204,"1,2,313,619"
oop.debates_CDC1003_02,"1,9,249,421"
oop.debates_CDC1002_01,"1,9,249,335"
oop.debates_HOC2601_02,"5,12,295,296"
oop.debates_CDC1804_01,"1,9,237,652"
oop.debates_CDC2603_03,"1,9,231,378"
oop.debates_HOC3501_20,"5,12,93,94"
oop.debates_SDC1206,"1,2,279,497"
oop.debates_HOC3402,"5,12,15,159"
oop.debates_CDC0403_02,"1,9,44,198"
oop.debates_HOC3402_01,"5,12,15,159"
oop.debates_CDC2101_02,"1,9,299,469"
oop.debates_SOC1602,"5,6,485,525"
oop.debates_SDC0901,"1,2,56,79"
oop.debates_CDC0601_02,"1,9,67,165"
oop.debates_HOC1403_04,"5,12,256,257"
oop.debates_CDC1004_04,"1,9,249,436"
oop.debates_CDC0802_01,"1,9,96,114"
oop.debates_HOC1705_04,"5,12,261,262"
oop.debates_CDC1302_01,"1,9,372,613"
oop.debates_CDC1103_01,"1,9,365,366"
oop.debates_SDC2901_02,"1,2,483,645"
oop.debates_CDC3001_03,"1,9,396,397"
oop.debates_SOC2301_01,"5,6,671,672"
oop.debates_CDC1003_03,"1,9,249,421"
oop.debates_HOC2602_02,"5,12,295,518"
oop.debates_CDC0704_01,"1,9,58,102"
oop.debates_HOC3403_05,"5,12,15,16"
oop.debates_CDC1603_02,"1,9,351,563"
oop.debates_CDC2102_02,"1,9,299,489"
oop.debates_CDC2203_02,"1,9,356,357"
oop.debates_SDC2801,"1,2,269,684"
oop.debates_HOC0503_01,"5,12,19,31"
oop.debates_HOC0501,"5,12,19,178"
oop.debates_HOC1705_02,"5,12,261,262"
oop.debates_CDC0401_02,"1,9,44,125"
oop.debates_CDC0901,"1,9,144,217"
oop.debates_SOC2801_01,"5,6,292,693"
oop.debates_HOC1004_03,"5,12,273,608"
oop.debates_HOC3501_15,"5,12,93,94"
oop.debates_CDC2401_01,"1,9,251,632"
oop.debates_SOC1601,"5,6,485,486"
oop.debates_CDC1305_05,"1,9,372,524"
oop.debates_HOC1802_03,"5,12,288,564"
oop.debates_HOC2002_20,"5,12,302,604"
oop.debates_CDC2801_07,"1,9,380,428"
oop.debates_HOC1905_06,"5,12,337,495"
oop.debates_SDC1101_01,"1,2,389,434"
oop.debates_HOC2901_05,"5,12,476,565"
oop.debates_CDC1806_02,"1,9,347,348"
oop.debates_HOC2401_03,"5,12,310,311"
oop.debates_HOC1207_04,"5,12,370,600"
oop.debates_CDC2803_04,"1,9,380,502"
oop.debates_CDC1103_05,"1,9,365,366"
oop.debates_CDC1101_01,"1,9,365,627"
oop.debates_HOC2801_03,"5,12,245,246"
oop.debates_CDC1501,"1,9,582,583"
oop.debates_SOC2204_01,"5,6,266,283"
oop.debates_HOC1904_02,"5,12,337,559"
oop.debates_CDC2205_01,"1,9,356,646"
oop.debates_CDC1501_05,"1,9,582,583"
oop.debates_HOC2804_01,"5,12,245,447"
oop.debates_CDC3403_10,"1,9,23,24"
oop.debates_CDC3201_16,"1,9,491,521"
oop.debates_CDC2602_09,"1,9,231,341"
oop.debates_CDC1001_01,"1,9,249,250"
oop.debates_HOC2002_03,"5,12,302,604"
oop.debates_HOC3003_04,"5,12,349,603"
oop.debates_SOC0103_01,"1,2,5,6,7,60,130,172"
oop.debates_CDC2601_06,"1,9,231,232"
oop.debates_CDC2002_03,"1,9,504,683"
oop.debates_SDC2603,"1,2,360,677"
oop.debates_HOC2205,"5,12,247,392"
oop.debates_SOC2004_01,"5,6,277,433"
oop.debates_HOC1904_05,"5,12,337,559"
oop.debates_SDC1902,"1,2,449,490"
oop.debates_HOC2501_01,"5,12,386,387"
oop.debates_CDC2402_03,"1,9,251,391"
oop.debates_HOC0602_01,"5,12,17,162"
oop.debates_CDC2005_02,"1,9,504,666"
oop.debates_HOC1905,"5,12,337,495"
oop.debates_HOC2801_10,"5,12,245,246"
oop.debates_HOC3202_04,"5,12,333,638"
oop.debates_HOC1206_02,"5,12,370,515"
oop.debates_SOC1001,"5,6,297,542"
oop.debates_CDC0501,"1,9,54,187"
oop.debates_HOC1804_03,"5,12,288,289"
oop.debates_CDC2005_01,"1,9,504,666"
oop.debates_HOC1903_01,"5,12,337,507"
oop.debates_HOC3201_03,"5,12,333,334"
oop.debates_SOC1804_01,"5,6,548,596"
oop.debates_HOC2403,"5,12,310,577"
oop.debates_HOC2901_06,"5,12,476,565"
oop.debates_SOC0703_07,"5,6,39,126"
oop.debates_CDC3201_09,"1,9,491,521"
oop.debates_SOC1603_01,"5,6,485,634"
oop.debates_HOC1801_20,"5,12,288,562"
oop.debates_HOC3301_07,"5,12,358,692"
oop.debates_CDC3201_11,"1,9,491,521"
oop.debates_SOC0502_05,"5,6,99,100"
oop.debates_CDC1402_02,"1,9,241,649"
oop.debates_SOC0105,"5,6,7,8"
oop.debates_CDC0402_02,"1,9,44,154"
oop.debates_HOC0704_02,"5,12,70,107"
oop.debates_SDC1207,"1,2,279,432"
oop.debates_SDC0201,"1,2,87,201"
oop.debates_HOC1003,"5,12,273,431"
oop.debates_CDC0702_01,"1,9,58,124"
oop.debates_SDC2401_01,"1,2,235,694"
oop.debates_SDC1601,"1,2,254,445"
oop.debates_HOC1603_03,"5,12,343,500"
oop.debates_SOC3002_01,"5,6,290,642"
oop.debates_SOC1904,"5,6,239,592"
oop.debates_SOC1103,"5,6,636,689"
oop.debates_SOC1604_01,"5,6,485,657"
oop.debates_HOC3202_03,"5,12,333,638"
oop.debates_HOC3302_04,"5,12,358,359"
oop.debates_SOC1202,"5,6,243,318"
oop.debates_SDC1701,"1,2,410,651"
oop.debates_SDC2205,"1,2,313,682"
oop.debates_SDC2802_01,"1,2,269,580"
oop.debates_SDC0802_08,"1,2,3,91"
oop.debates_SOC2601,"5,6,227,319"
oop.debates_SOC1003,"5,6,297,317"
oop.debates_SDC1603_01,"1,2,254,534"
oop.debates_CDC2802,"1,9,380,381"
oop.debates_SDC2902_01,"1,2,483,484"
oop.debates_CDC3402_13,"1,9,23,28"
oop.debates_HOC3501_12,"5,12,93,94"
oop.debates_CDC2403,"1,9,251,647"
oop.debates_SDC3001_02,"1,2,315,316"
oop.debates_CDC2803_02,"1,9,380,502"
oop.debates_SDC1703_01,"1,2,410,617"
oop.debates_CDC0803_02,"1,9,96,152"
oop.debates_CDC1905_04,"1,9,347,598"
oop.debates_SDC0101,"1,2,60,61"
oop.debates_HOC1207,"5,12,370,600"
oop.debates_HOC1903_02,"5,12,337,507"
oop.debates_CDC2004_02,"1,9,504,575"
oop.debates_HOC2803,"5,12,245,624"
oop.debates_SDC1302,"1,2,454,614"
oop.debates_HOC2902_02,"5,12,476,477"
oop.debates_CDC3501,"1,9,206,211"
oop.debates_SDC1304_01,"1,2,454,543"
oop.debates_CDC0201,"1,9,115,176"
oop.debates_CDC2405_01,"1,9,251,252"
oop.debates_CDC3501_02,"1,9,206,211"
oop.debates_CDC1202_04,"1,9,308,623"
oop.debates_HOC3003_03,"5,12,349,603"
oop.debates_HOC1004_06,"5,12,273,608"
oop.debates_CDC0702_02,"1,9,58,124"
oop.debates_HOC0703_07,"5,12,70,71"
oop.debates_HOC1305_02,"5,12,229,635"
oop.debates_HOC1601_01,"5,12,343,517"
oop.debates_CDC0103,"1,9,41,188"
oop.debates_HOC1604_20,"5,12,343,444"
oop.debates_CDC2701_08,"1,9,284,320"
oop.debates_CDC3202,"1,9,491,492"
oop.debates_HOC2501_20,"5,12,386,387"
oop.debates_SOC0503_01,"5,6,99,184"
oop.debates_CDC2701_14,"1,9,284,320"
oop.debates_CDC3201_10,"1,9,491,521"
oop.debates_SOC2102_01,"5,6,271,539"
oop.debates_SOC0501_05,"5,6,99,177"
oop.debates_SOC0102_01,"1,2,5,6,7,60,138,158"
oop.debates_CDC0602,"1,9,67,68"
oop.debates_CDC1905_01,"1,9,347,598"
oop.debates_CDC2802_08,"1,9,380,381"
oop.debates_CDC1701,"1,9,286,326"
oop.debates_HOC2401,"5,12,310,311"
oop.debates_SOC2205_01,"5,6,266,367"
oop.debates_CDC1501_03,"1,9,582,583"
oop.debates_SDC0901_01,"1,2,56,79"
oop.debates_HOC1704,"5,12,261,675"
oop.debates_CDC1706,"1,9,286,287"
oop.debates_SOC1404_01,"5,6,463,520"
oop.debates_HOC3403_02,"5,12,15,16"
oop.debates_HOC1804,"5,12,288,289"
oop.debates_SOC3001,"5,6,290,291"
oop.debates_HOC2004_20,"5,12,302,589"
oop.debates_CDC0302,"1,9,10,11"
oop.debates_CDC2004_01,"1,9,504,575"
oop.debates_CDC1601_03,"1,9,351,352"
oop.debates_CDC2702_03,"1,9,284,285"
oop.debates_HOC2602_07,"5,12,295,518"
oop.debates_HOC1204,"5,12,370,556"
oop.debates_HOC1203_02,"5,12,370,435"
oop.debates_SOC3401_01,"5,6,29,36"
oop.debates_HOC3004,"5,12,349,350"
oop.debates_CDC2203_20,"1,9,356,357"
oop.debates_SOC0804_08,"5,6,34,166"
oop.debates_CDC3004_02,"1,9,396,519"
oop.debates_SDC3402,"1,2,193,226"
oop.debates_SOC1604,"5,6,485,657"
oop.debates_SOC3201,"5,6,510,659"
oop.debates_HOC1302_03,"5,12,229,307"
oop.debates_SOC2404,"5,6,407,658"
oop.debates_HOC3201_07,"5,12,333,334"
oop.debates_HOC1201_04,"5,12,370,413"
oop.debates_HOC3001_03,"5,12,349,362"
oop.debates_CDC0504,"1,9,54,179"
oop.debates_HOC1902_04,"5,12,337,379"
oop.debates_CDC1101_04,"1,9,365,627"
oop.debates_CDC1702_01,"1,9,286,456"
oop.debates_CDC1002_02,"1,9,249,335"
oop.debates_CDC3001_01,"1,9,396,397"
oop.debates_CDC1207_03,"1,9,308,629"
oop.debates_CDC1604_02,"1,9,351,547"
oop.debates_HOC3001_01,"5,12,349,362"
oop.debates_HOC2402_04,"5,12,310,481"
oop.debates_CDC2102_04,"1,9,299,489"
oop.debates_HOC0504,"5,12,19,20"
oop.debates_HOC0803,"5,12,21,22"
oop.debates_SOC3201_04,"5,6,510,659"
oop.debates_CDC1203_04,"1,9,308,622"
oop.debates_HOC3402_14,"5,12,15,159"
oop.debates_CDC3402_07,"1,9,23,28"
oop.debates_SOC1403_01,"5,6,463,513"
oop.debates_CDC2602_02,"1,9,231,341"
oop.debates_HOC3501_11,"5,12,93,94"
oop.debates_CDC3002_02,"1,9,396,493"
oop.debates_CDC1404_05,"1,9,241,584"
oop.debates_CDC2802_02,"1,9,380,381"
oop.debates_SDC2802,"1,2,269,580"
oop.debates_SDC3403_04,"1,2,193,221"
oop.debates_HOC3501_03,"5,12,93,94"
oop.debates_SDC2405,"1,2,235,690"
oop.debates_CDC2401,"1,9,251,632"
oop.debates_SOC1702,"5,6,354,633"
oop.debates_CDC2203,"1,9,356,357"
oop.debates_SDC2003,"1,2,424,536"
oop.debates_HOC2801_06,"5,12,245,246"
oop.debates_HOC1703_02,"5,12,261,668"
oop.debates_CDC2106_01,"1,9,299,526"
oop.debates_CDC0804_01,"1,9,96,199"
oop.debates_CDC2402_04,"1,9,251,391"
oop.debates_HOC0903_06,"5,12,117,209"
oop.debates_HOC2803_02,"5,12,245,624"
oop.debates_CDC2102,"1,9,299,489"
oop.debates_CDC2803_10,"1,9,380,502"
oop.debates_CDC3201_19,"1,9,491,521"
oop.debates_HOC2107_20,"5,12,327,328"
oop.debates_CDC1402_04,"1,9,241,649"
oop.debates_CDC2004_20,"1,9,504,575"
oop.debates_HOC2901_20,"5,12,476,565"
oop.debates_CDC1002_03,"1,9,249,335"
oop.debates_SOC3201_01,"5,6,510,659"
oop.debates_HOC1804_20,"5,12,288,289"
oop.debates_SOC3301_02,"5,6,439,607"
oop.debates_HOC2107_03,"5,12,327,328"
oop.debates_HOC2702_02,"5,12,384,385"
oop.debates_CDC3402_10,"1,9,23,28"
oop.debates_HOC1203,"5,12,370,435"
oop.debates_SDC2404_01,"1,2,235,236"
oop.debates_SOC2902,"5,6,441,442"
oop.debates_HOC1102_20,"5,12,458,679"
oop.debates_HOC1706,"5,12,261,570"
oop.debates_CDC2602_03,"1,9,231,341"
oop.debates_CDC3302_11,"1,9,609,610"
oop.debates_CDC1103_03,"1,9,365,366"
oop.debates_CDC3101_02,"1,9,552,553"
oop.debates_CDC3001_10,"1,9,396,397"
oop.debates_CDC3003_20,"1,9,396,535"
oop.debates_HOC2107_01,"5,12,327,328"
oop.debates_SDC2602_01,"1,2,360,688"
oop.debates_CDC2901_05,"1,9,275,276"
oop.debates_HOC1402_03,"5,12,256,579"
oop.debates_CDC2107_01,"1,9,299,612"
oop.debates_CDC2803_07,"1,9,380,502"
oop.debates_CDC3403_07,"1,9,23,24"
oop.debates_CDC3201_20,"1,9,491,521"
oop.debates_CDC2804_03,"1,9,380,465"
oop.debates_HOC3402_03,"5,12,15,159"
oop.debates_SOC0501,"5,6,99,177"
oop.debates_CDC2801_03,"1,9,380,428"
oop.debates_SOC2002_01,"5,6,277,278"
oop.debates_CDC3201_17,"1,9,491,521"
oop.debates_CDC3301_05,"1,9,609,663"
oop.debates_CDC3403_15,"1,9,23,24"
oop.debates_HOC0401,"5,12,25,26"
oop.debates_SOC1206_01,"5,6,243,244"
oop.debates_SOC2803_02,"5,6,292,561"
oop.debates_CDC1202_05,"1,9,308,623"
oop.debates_SDC2803_01,"1,2,269,516"
oop.debates_HOC3004_20,"5,12,349,350"
oop.debates_CDC2002_01,"1,9,504,683"
oop.debates_HOC3001_14,"5,12,349,362"
oop.debates_SDC3002,"1,2,315,530"
oop.debates_SOC0305_03,"5,6,49,50"
oop.debates_CDC2404_05,"1,9,251,678"
oop.debates_SOC2404_01,"5,6,407,658"
oop.debates_SDC2101,"1,2,368,426"
oop.debates_HOC1903_03,"5,12,337,507"
oop.debates_CDC1905_03,"1,9,347,598"
oop.debates_SDC1003,"1,2,422,480"
oop.debates_CDC3002_08,"1,9,396,493"
oop.debates_SOC3201_02,"5,6,510,659"
oop.debates_HOC2101_02,"5,12,327,340"
oop.debates_CDC2003_01,"1,9,504,505"
oop.debates_HOC2004_05,"5,12,302,589"
oop.debates_CDC2004,"1,9,504,575"
oop.debates_CDC2202_06,"1,9,356,541"
oop.debates_HOC0702_01,"5,12,70,146"
oop.debates_HOC3001_09,"5,12,349,362"
oop.debates_HOC1806_02,"5,12,337,496"
oop.debates_CDC1203_05,"1,9,308,622"
oop.debates_CDC2701_05,"1,9,284,320"
oop.debates_CDC0805_03,"1,9,96,97"
oop.debates_CDC3004_03,"1,9,396,519"
oop.debates_CDC1902_03,"1,9,347,669"
oop.debates_HOC3002_08,"5,12,349,576"
oop.debates_CDC2205_03,"1,9,356,646"
oop.debates_HOC3004_01,"5,12,349,350"
oop.debates_HOC2002_05,"5,12,302,604"
oop.debates_SOC0503,"5,6,99,184"
oop.debates_SOC2402_01,"5,6,407,408"
oop.debates_HOC3403_10,"5,12,15,16"
oop.debates_HOC2102_03,"5,12,327,631"
oop.debates_CDC3001_20,"1,9,396,397"
oop.debates_CDC2602_07,"1,9,231,341"
oop.debates_CDC3501_13,"1,9,206,211"
oop.debates_CDC1002_04,"1,9,249,335"
oop.debates_SOC3403_03,"5,6,29,214"
oop.debates_CDC3201_22,"1,9,491,521"
oop.debates_CDC0701_02,"1,9,58,186"
oop.debates_CDC2201_04,"1,9,356,473"
oop.debates_SDC1904,"1,2,449,503"
oop.debates_CDC1401_02,"1,9,241,532"
oop.debates_SOC0903_01,"5,6,32,33"
oop.debates_CDC2802_05,"1,9,380,381"
oop.debates_CDC1401_03,"1,9,241,532"
oop.debates_HOC3001_20,"5,12,349,362"
oop.debates_CDC3501_06,"1,9,206,211"
oop.debates_CDC2602_10,"1,9,231,341"
oop.debates_HOC3302_09,"5,12,358,359"
oop.debates_CDC1305_03,"1,9,372,524"
oop.debates_SOC1203_01,"5,6,243,560"
oop.debates_HOC3202_01,"5,12,333,638"
oop.debates_SDC2401,"1,2,235,694"
oop.debates_SOC1703,"5,6,354,512"
oop.debates_HOC2901_08,"5,12,476,565"
oop.debates_SDC2003_01,"1,2,424,536"
oop.debates_CDC2902_01,"1,9,275,597"
oop.debates_HOC1403_20,"5,12,256,257"
oop.debates_HOC2005_01,"5,12,302,660"
oop.debates_HOC1206_04,"5,12,370,515"
oop.debates_HOC1403_02,"5,12,256,257"
oop.debates_CDC3201_07,"1,9,491,521"
oop.debates_HOC2602_11,"5,12,295,518"
oop.debates_CDC0904_04,"1,9,144,156"
oop.debates_CDC2803_09,"1,9,380,502"
oop.debates_SOC0402,"5,6,73,74"
oop.debates_CDC1803_04,"1,9,237,448"
oop.debates_HOC2401_01,"5,12,310,311"
oop.debates_HOC1706_20,"5,12,261,570"
oop.debates_CDC3501_04,"1,9,206,211"
oop.debates_CDC0706_02,"1,9,58,173"
oop.debates_CDC3002_20,"1,9,396,493"
oop.debates_SDC2202,"1,2,313,578"
oop.debates_SDC1706,"1,2,410,533"
oop.debates_HOC1402_02,"5,12,256,579"
oop.debates_SDC1001_01,"1,2,422,648"
oop.debates_CDC3301_01,"1,9,609,663"
oop.debates_SOC0301,"5,6,49,181"
oop.debates_HOC2105,"5,12,327,416"
oop.debates_HOC2106,"5,12,327,336"
oop.debates_HOC2003_02,"5,12,302,383"
oop.debates_HOC1904_03,"5,12,337,559"
oop.debates_HOC1001,"5,12,273,377"
oop.debates_HOC0101,"5,12,51,85"
oop.debates_SOC2401,"5,6,407,621"
oop.debates_CDC2203_06,"1,9,356,357"
oop.debates_HOC2602_03,"5,12,295,518"
oop.debates_CDC1704_04,"1,9,286,662"
oop.debates_HOC3302_14,"5,12,358,359"
oop.debates_HOC2601,"5,12,295,296"
oop.debates_SOC1905_01,"5,6,239,240"
oop.debates_HOC0303,"5,12,13,149"
oop.debates_CDC0504_01,"1,9,54,179"
oop.debates_HOC2803_04,"5,12,245,624"
oop.debates_SOC1301_01,"5,6,233,234"
oop.debates_SDC2701_02,"1,2,586,587"
oop.debates_CDC1305_02,"1,9,372,524"
oop.debates_HOC1302,"5,12,229,307"
oop.debates_HOC3403,"5,12,15,16"
oop.debates_CDC1207,"1,9,308,629"
oop.debates_HOC1905_01,"5,12,337,495"
oop.debates_HOC2603_20,"5,12,295,339"
oop.debates_HOC1103,"5,12,458,522"
oop.debates_SOC1201,"5,6,243,630"
oop.debates_SDC1404,"1,2,281,568"
oop.debates_HOC2801_01,"5,12,245,246"
oop.debates_CDC3002_06,"1,9,396,493"
oop.debates_SDC2103,"1,2,368,398"
oop.debates_SOC0103,"1,2,5,6,7,60,130,172"
oop.debates_HOC2803_07,"5,12,245,624"
oop.debates_HOC3004_02,"5,12,349,350"
oop.debates_CDC3001_07,"1,9,396,397"
oop.debates_SDC3302_01,"1,2,404,405"
oop.debates_SDC1801,"1,2,305,306"
oop.debates_CDC1801_04,"1,9,237,353"
oop.debates_HOC2403_01,"5,12,310,577"
oop.debates_HOC3003_01,"5,12,349,603"
oop.debates_SDC0202,"1,2,87,88"
oop.debates_HOC1806_03,"5,12,337,496"
oop.debates_CDC2107_20,"1,9,299,612"
oop.debates_CDC3201_01,"1,9,491,521"
oop.debates_HOC2403_02,"5,12,310,577"
oop.debates_HOC1202,"5,12,370,498"
oop.debates_SOC0503_02,"5,6,99,184"
oop.debates_CDC1207_06,"1,9,308,629"
oop.debates_CDC0105,"1,9,41,42"
oop.debates_SDC1903_01,"1,2,449,450"
oop.debates_HOC3403_16,"5,12,15,16"
oop.debates_SOC1402,"5,6,463,545"
oop.debates_SOC2001,"5,6,277,546"
oop.debates_HOC1101_03,"5,12,458,459"
oop.debates_CDC0104_01,"1,9,41,110"
oop.debates_HOC0902,"5,12,117,118"
oop.debates_CDC0202,"1,9,115,116"
oop.debates_CDC2201_01,"1,9,356,473"
oop.debates_HOC1304_02,"5,12,229,551"
oop.debates_CDC2001_03,"1,9,504,664"
oop.debates_HOC0904_05,"5,12,117,218"
oop.debates_CDC2005,"1,9,504,666"
oop.debates_CDC2107_05,"1,9,299,612"
oop.debates_HOC3302_11,"5,12,358,359"
oop.debates_SDC3403,"1,2,193,221"
oop.debates_HOC2001_20,"5,12,302,303"
oop.debates_CDC1705_02,"1,9,286,427"
oop.debates_CDC2403_06,"1,9,251,647"
oop.debates_HOC1404,"5,12,256,332"
oop.debates_HOC2002_02,"5,12,302,604"
oop.debates_CDC2402_01,"1,9,251,391"
oop.debates_CDC0904_20,"1,9,144,156"
oop.debates_CDC2602_08,"1,9,231,341"
oop.debates_SDC3501_01,"1,2,204,215"
oop.debates_SOC1202_01,"5,6,243,318"
oop.debates_SDC3402_05,"1,2,193,226"
oop.debates_HOC0303_03,"5,12,13,149"
oop.debates_CDC1401,"1,9,241,532"
oop.debates_SOC0604_06,"5,6,37,89"
oop.debates_HOC0702_02,"5,12,70,146"
oop.debates_CDC3002_03,"1,9,396,493"
oop.debates_HOC2001_02,"5,12,302,303"
oop.debates_SDC1802_01,"1,2,305,451"
oop.debates_SDC1501_01,"1,2,680,681"
oop.debates_HOC0603_02,"5,12,17,95"
oop.debates_HOC1705_03,"5,12,261,262"
oop.debates_CDC3003_05,"1,9,396,535"
oop.debates_HOC3003_20,"5,12,349,603"
oop.debates_HOC0101_01,"5,12,51,85"
oop.debates_HOC0402_02,"5,12,25,82"
oop.debates_HOC2803_09,"5,12,245,624"
oop.debates_HOC1305_04,"5,12,229,635"
oop.debates_HOC1305_05,"5,12,229,635"
oop.debates_CDC1705_01,"1,9,286,427"
oop.debates_CDC3403_11,"1,9,23,24"
oop.debates_CDC1904_05,"1,9,347,393"
oop.debates_HOC3403_08,"5,12,15,16"
oop.debates_HOC1903_04,"5,12,337,507"
oop.debates_HOC3002_06,"5,12,349,576"
oop.debates_HOC1206_03,"5,12,370,515"
oop.debates_SOC1906,"5,6,239,514"
oop.debates_SOC3402_05,"5,6,29,30"
oop.debates_SOC0404_04,"5,6,73,151"
oop.debates_SDC2801_02,"1,2,269,684"
oop.debates_CDC0305_01,"1,9,10,76"
oop.debates_HOC2602_12,"5,12,295,518"
oop.debates_CDC2106_03,"1,9,299,526"
oop.debates_HOC0901_02,"5,12,117,180"
oop.debates_SOC3401,"5,6,29,36"
oop.debates_SDC3202,"1,2,264,312"
oop.debates_HOC2104_20,"5,12,327,605"
oop.debates_CDC2404_07,"1,9,251,678"
oop.debates_HOC3302_01,"5,12,358,359"
oop.debates_SDC1705,"1,2,410,457"
oop.debates_SOC1701_01,"5,6,354,537"
oop.debates_CDC2802_04,"1,9,380,381"
oop.debates_SOC1103_01,"5,6,636,689"
oop.debates_CDC0903_04,"1,9,144,220"
oop.debates_CDC3501_20,"1,9,206,211"
oop.debates_HOC1801_01,"5,12,288,562"
oop.debates_SOC0904_01,"5,6,32,224"
oop.debates_CDC1903_20,"1,9,347,531"
oop.debates_CDC1703_03,"1,9,286,581"
oop.debates_CDC1001_02,"1,9,249,250"
oop.debates_CDC0102,"1,9,41,157"
oop.debates_HOC1603,"5,12,343,500"
oop.debates_CDC2801_01,"1,9,380,428"
oop.debates_HOC3403_12,"5,12,15,16"
oop.debates_CDC2501,"1,9,685,686"
oop.debates_SDC0301_01,"1,2,65,163"
oop.debates_HOC2001,"5,12,302,303"
oop.debates_CDC3403_05,"1,9,23,24"
oop.debates_HOC1904_01,"5,12,337,559"
oop.debates_CDC1805,"1,9,237,418"
oop.debates_SOC3101,"5,6,419,420"
oop.debates_CDC2803_01,"1,9,380,502"
oop.debates_SOC1205_01,"5,6,243,304"
oop.debates_SDC2106,"1,2,368,399"
oop.debates_CDC0302_03,"1,9,10,11"
oop.debates_HOC0706_02,"5,12,70,191"
oop.debates_CDC0902_01,"1,9,144,145"
oop.debates_HOC2602_10,"5,12,295,518"
oop.debates_CDC2602_11,"1,9,231,341"
oop.debates_SOC0604,"5,6,37,89"
oop.debates_CDC2003_20,"1,9,504,505"
oop.debates_CDC3003_02,"1,9,396,535"
oop.debates_HOC0302_03,"5,12,13,14"
oop.debates_CDC2102_20,"1,9,299,489"
